rixo_company,auction_name,stock_location,venue_id,pol,supported_vehicle_type,rixo_price
LOGICO,JU MIYAZAKI,KLC,70519,SENBOKU (OSAKA),,45000
LOGICO,JU MIYAZAKI,KOBE,70519,KOBE,,45000
LOGICO,JU MIYAZAKI,GLOBAL HAKATA,70519,HAKATA,,20400
KLC,JU MIYAZAKI,KLC,70519,SENBOKU (OSAKA),,30000
KLC,JU MIYAZAKI,KOBE,70519,KOBE,,29000
KLC,JU MIYAZAKI,FUJITRANS KINJO,70519,NAGOYA,,37500
KLC,JU MIYAZAKI,GLOBAL NAGOYA,70519,NAGOYA,,37500
KLC,JU MIYAZAKI,GLOBAL KAWASAKI,70519,YOKOHAMA,,57000
KLC,JU MIYAZAKI,AQUA LOGISTICS,70519,YOKOHAMA,,59000
KLC,JU MIYAZAKI,GLOBAL HAKATA,70519,HAKATA,,23000
LOGICO,JU MURORAN,GLOBAL KAWASAKI,63257,YOKOHAMA,,36400
LOGICO,JU MURORAN,AQUA LOGISTICS,63257,YOKOHAMA,,41800
LOGICO,JU MURORAN,GLOBAL NAGOYA,63257,NAGOYA,,41400
LOGICO,JU MURORAN,KLC,63257,SENBOKU (OSAKA),,45000
LOGICO,JU MURORAN,KOBE,63257,KOBE,,46800
LOGICO,JU MURORAN,GLOBAL HAKATA,63257,HAKATA,,70800
KLC,JU MURORAN,KLC,63257,SENBOKU (OSAKA),,35000
KLC,JU MURORAN,KOBE,63257,KOBE,,35000
KLC,JU MURORAN,FUJITRANS KINJO,63257,NAGOYA,,30000
KLC,JU MURORAN,GLOBAL NAGOYA,63257,NAGOYA,,30000
KLC,JU MURORAN,GLOBAL KAWASAKI,63257,YOKOHAMA,,41000
KLC,JU MURORAN,AQUA LOGISTICS,63257,YOKOHAMA,,44000
LOGICO,JU NAGANO,GLOBAL KAWASAKI,80536,YOKOHAMA,,26400
LOGICO,JU NAGANO,AQUA LOGISTICS,80536,YOKOHAMA,,30600
LOGICO,JU NAGANO,GLOBAL NAGOYA,80536,NAGOYA,,24000
LOGICO,JU NAGANO,KLC,80536,SENBOKU (OSAKA),,35200
LOGICO,JU NAGANO,KOBE,80536,KOBE,,35200
LOGICO,JU NAGANO,GLOBAL HAKATA,80536,HAKATA,,52300
KLC,JU NAGANO,KLC,80536,SENBOKU (OSAKA),,30000
KLC,JU NAGANO,KOBE,80536,KOBE,,30000
KLC,JU NAGANO,FUJITRANS KINJO,80536,NAGOYA,,26000
KLC,JU NAGANO,GLOBAL NAGOYA,80536,NAGOYA,,26000
KLC,JU NAGANO,GLOBAL KAWASAKI,80536,YOKOHAMA,,27000
KLC,JU NAGANO,AQUA LOGISTICS,80536,YOKOHAMA,,29000
LOGICO,JU NAGASAKI,GLOBAL KAWASAKI,A052166,YOKOHAMA,,62000
LOGICO,JU NAGASAKI,AQUA LOGISTICS,A052166,YOKOHAMA,,65400
LOGICO,JU NAGASAKI,GLOBAL NAGOYA,A052166,NAGOYA,,49000
LOGICO,JU NAGASAKI,KLC,A052166,SENBOKU (OSAKA),,47000
LOGICO,JU NAGASAKI,KOBE,A052166,KOBE,,47000
LOGICO,JU NAGASAKI,GLOBAL HAKATA,A052166,HAKATA,,14400
KLC,JU NAGASAKI,KLC,A052166,SENBOKU (OSAKA),,37000
KLC,JU NAGASAKI,KOBE,A052166,KOBE,,37000
KLC,JU NAGASAKI,FUJITRANS KINJO,A052166,NAGOYA,,44500
KLC,JU NAGASAKI,GLOBAL NAGOYA,A052166,NAGOYA,,44500
KLC,JU NAGASAKI,GLOBAL KAWASAKI,A052166,YOKOHAMA,,55000
KLC,JU NAGASAKI,AQUA LOGISTICS,A052166,YOKOHAMA,,56000
KLC,JU NAGASAKI,GLOBAL HAKATA,A052166,HAKATA,,22000
LOGICO,JU NARA,GLOBAL KAWASAKI,130528,YOKOHAMA,,36000
LOGICO,JU NARA,AQUA LOGISTICS,130528,YOKOHAMA,,35000
LOGICO,JU NARA,GLOBAL NAGOYA,130528,NAGOYA,,14000
LOGICO,JU NARA,KLC,130528,SENBOKU (OSAKA),,9500
LOGICO,JU NARA,KOBE,130528,KOBE,,9500
LOGICO,JU NARA,GLOBAL HAKATA,130528,HAKATA,,38400
STYLISH,JU NARA,GLOBAL NAGOYA,130528,NAGOYA,,13000
STYLISH,JU NARA,KLC,130528,SENBOKU (OSAKA),,8000
STYLISH,JU NARA,KOBE,130528,KOBE,,8000
KLC,JU NARA,KLC,130528,SENBOKU (OSAKA),,9500
KLC,JU NARA,KOBE,130528,KOBE,,9500
KLC,JU NARA,FUJITRANS KINJO,130528,NAGOYA,,11000
KLC,JU NARA,GLOBAL NAGOYA,130528,NAGOYA,,11000
KLC,JU NARA,GLOBAL KAWASAKI,130528,YOKOHAMA,,31000
KLC,JU NARA,AQUA LOGISTICS,130528,YOKOHAMA,,33000
KLC,JU NARA,GLOBAL HAKATA,130528,HAKATA,,31000
LOGICO,JU NIIGATA,GLOBAL KAWASAKI,45548,YOKOHAMA,,22200
LOGICO,JU NIIGATA,AQUA LOGISTICS,45548,YOKOHAMA,,32200
LOGICO,JU NIIGATA,GLOBAL NAGOYA,45548,NAGOYA,,36000
LOGICO,JU NIIGATA,KLC,45548,SENBOKU (OSAKA),,51000
LOGICO,JU NIIGATA,KOBE,45548,KOBE,,51000
LOGICO,JU NIIGATA,GLOBAL HAKATA,45548,HAKATA,,68200
KLC,JU NIIGATA,KLC,45548,SENBOKU (OSAKA),,32000
KLC,JU NIIGATA,KOBE,45548,KOBE,,33000
KLC,JU NIIGATA,FUJITRANS KINJO,45548,NAGOYA,,28000
KLC,JU NIIGATA,GLOBAL NAGOYA,45548,NAGOYA,,28000
KLC,JU NIIGATA,GLOBAL KAWASAKI,45548,YOKOHAMA,,20000
KLC,JU NIIGATA,AQUA LOGISTICS,45548,YOKOHAMA,,26000
LOGICO,JU OBIHIRO,GLOBAL KAWASAKI,63257,YOKOHAMA,,46000
LOGICO,JU OBIHIRO,AQUA LOGISTICS,63257,YOKOHAMA,,52600
LOGICO,JU OBIHIRO,GLOBAL NAGOYA,63257,NAGOYA,,52200
LOGICO,JU OBIHIRO,KLC,63257,SENBOKU (OSAKA),,54000
LOGICO,JU OBIHIRO,KOBE,63257,KOBE,,55800
LOGICO,JU OBIHIRO,GLOBAL HAKATA,63257,HAKATA,,80400
KLC,JU OBIHIRO,KLC,63257,SENBOKU (OSAKA),,42000
KLC,JU OBIHIRO,KOBE,63257,KOBE,,42000
KLC,JU OBIHIRO,FUJITRANS KINJO,63257,NAGOYA,,37000
KLC,JU OBIHIRO,GLOBAL NAGOYA,63257,NAGOYA,,37000
KLC,JU OBIHIRO,GLOBAL KAWASAKI,63257,YOKOHAMA,,39000
KLC,JU OBIHIRO,AQUA LOGISTICS,63257,YOKOHAMA,,44000
LOGICO,JU OITA,GLOBAL KAWASAKI,45522,YOKOHAMA,,61800
LOGICO,JU OITA,AQUA LOGISTICS,45522,YOKOHAMA,,63800
LOGICO,JU OITA,GLOBAL NAGOYA,45522,NAGOYA,,48200
LOGICO,JU OITA,KLC,45522,SENBOKU (OSAKA),,46900
LOGICO,JU OITA,KOBE,45522,KOBE,,46900
LOGICO,JU OITA,GLOBAL HAKATA,45522,HAKATA,,14800
KLC,JU OITA,KLC,45522,SENBOKU (OSAKA),,33000
KLC,JU OITA,KOBE,45522,KOBE,,33000
KLC,JU OITA,FUJITRANS KINJO,45522,NAGOYA,,42000
KLC,JU OITA,GLOBAL NAGOYA,45522,NAGOYA,,42000
KLC,JU OITA,GLOBAL KAWASAKI,45522,YOKOHAMA,,49000
KLC,JU OITA,AQUA LOGISTICS,45522,YOKOHAMA,,50000
KLC,JU OITA,GLOBAL HAKATA,45522,HAKATA,,18000
LOGICO,JU OKINAWA,GLOBAL KAWASAKI,53143,YOKOHAMA,,62000
LOGICO,JU OKINAWA,AQUA LOGISTICS,53143,YOKOHAMA,,64600
LOGICO,JU OKINAWA,GLOBAL NAGOYA,53143,NAGOYA,,66000
LOGICO,JU OKINAWA,KLC,53143,SENBOKU (OSAKA),,54000
LOGICO,JU OKINAWA,KOBE,53143,KOBE,,55500
LOGICO,JU OKINAWA,GLOBAL HAKATA,53143,HAKATA,,52400
KLC,JU OKINAWA,KLC,53143,SENBOKU (OSAKA),,51000
KLC,JU OKINAWA,KOBE,53143,KOBE,,51000
LOGICO,JU SAITAMA,GLOBAL KAWASAKI,16845,YOKOHAMA,,9000
LOGICO,JU SAITAMA,AQUA LOGISTICS,16845,YOKOHAMA,,13200
LOGICO,JU SAITAMA,GLOBAL NAGOYA,16845,NAGOYA,,24000
LOGICO,JU SAITAMA,KLC,16845,SENBOKU (OSAKA),,33000
LOGICO,JU SAITAMA,KOBE,16845,KOBE,,34200
LOGICO,JU SAITAMA,GLOBAL HAKATA,16845,HAKATA,,51000
KLC,JU SAITAMA,KLC,16845,SENBOKU (OSAKA),,30000
KLC,JU SAITAMA,KOBE,16845,KOBE,,30000
KLC,JU SAITAMA,FUJITRANS KINJO,16845,NAGOYA,,28000
KLC,JU SAITAMA,GLOBAL NAGOYA,16845,NAGOYA,,28000
KLC,JU SAITAMA,GLOBAL KAWASAKI,16845,YOKOHAMA,,10000
KLC,JU SAITAMA,AQUA LOGISTICS,16845,YOKOHAMA,,17000
YAMAZAKI,JU SAITAMA,GLOBAL KAWASAKI,16845,YOKOHAMA,,7000
LOGICO,JU SAPPORO,GLOBAL KAWASAKI,63257,YOKOHAMA,,37400
LOGICO,JU SAPPORO,AQUA LOGISTICS,63257,YOKOHAMA,,44200
LOGICO,JU SAPPORO,GLOBAL NAGOYA,63257,NAGOYA,,43800
LOGICO,JU SAPPORO,KLC,63257,SENBOKU (OSAKA),,47000
LOGICO,JU SAPPORO,KOBE,63257,KOBE,,48800
LOGICO,JU SAPPORO,GLOBAL HAKATA,63257,HAKATA,,73200
KLC,JU SAPPORO,KLC,63257,SENBOKU (OSAKA),,38000
KLC,JU SAPPORO,KOBE,63257,KOBE,,38000
KLC,JU SAPPORO,FUJITRANS KINJO,63257,NAGOYA,,29000
KLC,JU SAPPORO,GLOBAL NAGOYA,63257,NAGOYA,,29000
KLC,JU SAPPORO,GLOBAL KAWASAKI,63257,YOKOHAMA,,30000
KLC,JU SAPPORO,AQUA LOGISTICS,63257,YOKOHAMA,,35000
LOGICO,JU SHIMANE,GLOBAL KAWASAKI,A052166,YOKOHAMA,,68000
LOGICO,JU SHIMANE,AQUA LOGISTICS,A052166,YOKOHAMA,,65100
LOGICO,JU SHIMANE,GLOBAL NAGOYA,A052166,NAGOYA,,52000
LOGICO,JU SHIMANE,KLC,A052166,SENBOKU (OSAKA),,37000
LOGICO,JU SHIMANE,KOBE,A052166,KOBE,,37000
LOGICO,JU SHIMANE,GLOBAL HAKATA,A052166,HAKATA,,52000
KLC,JU SHIMANE,KLC,A052166,SENBOKU (OSAKA),,27000
KLC,JU SHIMANE,KOBE,A052166,KOBE,,27000
KLC,JU SHIMANE,FUJITRANS KINJO,A052166,NAGOYA,,37000
KLC,JU SHIMANE,GLOBAL NAGOYA,A052166,NAGOYA,,37000
KLC,JU SHIMANE,GLOBAL KAWASAKI,A052166,YOKOHAMA,,51000
KLC,JU SHIMANE,AQUA LOGISTICS,A052166,YOKOHAMA,,52000
LOGICO,JU SHIZUOKA,GLOBAL KAWASAKI,900513,YOKOHAMA,,21800
LOGICO,JU SHIZUOKA,AQUA LOGISTICS,900513,YOKOHAMA,,31100
LOGICO,JU SHIZUOKA,GLOBAL NAGOYA,900513,NAGOYA,,15000
LOGICO,JU SHIZUOKA,KLC,900513,SENBOKU (OSAKA),,26600
LOGICO,JU SHIZUOKA,KOBE,900513,KOBE,,26600
LOGICO,JU SHIZUOKA,GLOBAL HAKATA,900513,HAKATA,,46800
STYLISH,JU SHIZUOKA,GLOBAL NAGOYA,900513,NAGOYA,,16000
KLC,JU SHIZUOKA,KLC,900513,SENBOKU (OSAKA),,25000
KLC,JU SHIZUOKA,KOBE,900513,KOBE,,25000
KLC,JU SHIZUOKA,FUJITRANS KINJO,900513,NAGOYA,,16000
KLC,JU SHIZUOKA,GLOBAL NAGOYA,900513,NAGOYA,,16000
KLC,JU SHIZUOKA,GLOBAL KAWASAKI,900513,YOKOHAMA,,23000
KLC,JU SHIZUOKA,AQUA LOGISTICS,900513,YOKOHAMA,,26000
KLC,JU SHIZUOKA,GLOBAL HAKATA,900513,HAKATA,,44000
LOGICO,JU TOCHIGI,GLOBAL KAWASAKI,80521,YOKOHAMA,,13200
LOGICO,JU TOCHIGI,AQUA LOGISTICS,80521,YOKOHAMA,,22200
LOGICO,JU TOCHIGI,GLOBAL NAGOYA,80521,NAGOYA,,30000
LOGICO,JU TOCHIGI,KLC,80521,SENBOKU (OSAKA),,35000
LOGICO,JU TOCHIGI,KOBE,80521,KOBE,,36200
LOGICO,JU TOCHIGI,GLOBAL HAKATA,80521,HAKATA,,54600
KLC,JU TOCHIGI,KLC,80521,SENBOKU (OSAKA),,33000
KLC,JU TOCHIGI,KOBE,80521,KOBE,,32500
KLC,JU TOCHIGI,FUJITRANS KINJO,80521,NAGOYA,,35000
KLC,JU TOCHIGI,GLOBAL NAGOYA,80521,NAGOYA,,35000
KLC,JU TOCHIGI,GLOBAL KAWASAKI,80521,YOKOHAMA,,18000
KLC,JU TOCHIGI,AQUA LOGISTICS,80521,YOKOHAMA,,26000
LOGICO,JU TOKYO,GLOBAL KAWASAKI,20558,YOKOHAMA,,9000
LOGICO,JU TOKYO,AQUA LOGISTICS,20558,YOKOHAMA,,13200
LOGICO,JU TOKYO,GLOBAL NAGOYA,20558,NAGOYA,,24000
LOGICO,JU TOKYO,KLC,20558,SENBOKU (OSAKA),,33000
LOGICO,JU TOKYO,KOBE,20558,KOBE,,34200
LOGICO,JU TOKYO,GLOBAL HAKATA,20558,HAKATA,,51000
KLC,JU TOKYO,KLC,20558,SENBOKU (OSAKA),,29000
KLC,JU TOKYO,KOBE,20558,KOBE,,29000
KLC,JU TOKYO,FUJITRANS KINJO,20558,NAGOYA,,28000
KLC,JU TOKYO,GLOBAL NAGOYA,20558,NAGOYA,,28000
KLC,JU TOKYO,GLOBAL KAWASAKI,20558,YOKOHAMA,,9000
KLC,JU TOKYO,AQUA LOGISTICS,20558,YOKOHAMA,,16000
YAMAZAKI,JU TOKYO,GLOBAL KAWASAKI,20558,YOKOHAMA,,6000
LOGICO,JU TOYAMA,GLOBAL KAWASAKI,600525,YOKOHAMA,,36000
LOGICO,JU TOYAMA,AQUA LOGISTICS,600525,YOKOHAMA,,44000
LOGICO,JU TOYAMA,GLOBAL NAGOYA,600525,NAGOYA,,18100
LOGICO,JU TOYAMA,KLC,600525,SENBOKU (OSAKA),,24600
LOGICO,JU TOYAMA,KOBE,600525,KOBE,,24600
LOGICO,JU TOYAMA,GLOBAL HAKATA,600525,HAKATA,,50500
KLC,JU TOYAMA,KLC,600525,SENBOKU (OSAKA),,19000
KLC,JU TOYAMA,KOBE,600525,KOBE,,19000
KLC,JU TOYAMA,FUJITRANS KINJO,600525,NAGOYA,,16000
KLC,JU TOYAMA,GLOBAL NAGOYA,600525,NAGOYA,,16000
KLC,JU TOYAMA,GLOBAL KAWASAKI,600525,YOKOHAMA,,33000
KLC,JU TOYAMA,AQUA LOGISTICS,600525,YOKOHAMA,,36000
KLC,JU TOYAMA,GLOBAL HAKATA,600525,HAKATA,,42000
HIDA,JU TOYAMA,GLOBAL NAGOYA,600525,NAGOYA,,15000
LOGICO,JU YAMAGATA,GLOBAL KAWASAKI,90532,YOKOHAMA,,55000
LOGICO,JU YAMAGATA,AQUA LOGISTICS,90532,YOKOHAMA,,55500
LOGICO,JU YAMAGATA,GLOBAL NAGOYA,90532,NAGOYA,,56000
LOGICO,JU YAMAGATA,KLC,90532,SENBOKU (OSAKA),,61000
LOGICO,JU YAMAGATA,KOBE,90532,KOBE,,62500
LOGICO,JU YAMAGATA,GLOBAL HAKATA,90532,HAKATA,,86000
KLC,JU YAMAGATA,KLC,90532,SENBOKU (OSAKA),,39000
KLC,JU YAMAGATA,KOBE,90532,KOBE,,39000
KLC,JU YAMAGATA,FUJITRANS KINJO,90532,NAGOYA,,31000
KLC,JU YAMAGATA,GLOBAL NAGOYA,90532,NAGOYA,,31000
KLC,JU YAMAGATA,GLOBAL KAWASAKI,90532,YOKOHAMA,,28000
KLC,JU YAMAGATA,AQUA LOGISTICS,90532,YOKOHAMA,,30000
LOGICO,JU YAMAGUCHI,GLOBAL KAWASAKI,59160,YOKOHAMA,,55000
LOGICO,JU YAMAGUCHI,AQUA LOGISTICS,59160,YOKOHAMA,,56200
LOGICO,JU YAMAGUCHI,GLOBAL NAGOYA,59160,NAGOYA,,37200
LOGICO,JU YAMAGUCHI,KLC,59160,SENBOKU (OSAKA),,31400
LOGICO,JU YAMAGUCHI,KOBE,59160,KOBE,,33000
LOGICO,JU YAMAGUCHI,GLOBAL HAKATA,59160,HAKATA,,14900
KLC,JU YAMAGUCHI,KLC,59160,SENBOKU (OSAKA),,25000
KLC,JU YAMAGUCHI,KOBE,59160,KOBE,,25000
KLC,JU YAMAGUCHI,FUJITRANS KINJO,59160,NAGOYA,,33000
KLC,JU YAMAGUCHI,GLOBAL NAGOYA,59160,NAGOYA,,33000
KLC,JU YAMAGUCHI,GLOBAL KAWASAKI,59160,YOKOHAMA,,42000
KLC,JU YAMAGUCHI,AQUA LOGISTICS,59160,YOKOHAMA,,44000
KLC,JU YAMAGUCHI,GLOBAL HAKATA,59160,HAKATA,,12000
Y'S,JU YAMAGUCHI,GLOBAL HAKATA,59160,HAKATA,,10200
Y'S,JU YAMAGUCHI (HIGHROOF),GLOBAL HAKATA,59160,HAKATA,,15300
LOGICO,JU YAMANASHI,GLOBAL KAWASAKI,300541,YOKOHAMA,,24000
LOGICO,JU YAMANASHI,AQUA LOGISTICS,300541,YOKOHAMA,,26400
LOGICO,JU YAMANASHI,GLOBAL NAGOYA,300541,NAGOYA,,36000
LOGICO,JU YAMANASHI,KLC,300541,SENBOKU (OSAKA),,42500
LOGICO,JU YAMANASHI,KOBE,300541,KOBE,,42500
LOGICO,JU YAMANASHI,GLOBAL HAKATA,300541,HAKATA,,55100
KLC,JU YAMANASHI,KLC,300541,SENBOKU (OSAKA),,42000
KLC,JU YAMANASHI,KOBE,300541,KOBE,,42000
KLC,JU YAMANASHI,FUJITRANS KINJO,300541,NAGOYA,,30000
KLC,JU YAMANASHI,GLOBAL NAGOYA,300541,NAGOYA,,30000
KLC,JU YAMANASHI,GLOBAL KAWASAKI,300541,YOKOHAMA,,23000
KLC,JU YAMANASHI,AQUA LOGISTICS,300541,YOKOHAMA,,30000
LOGICO,KCAA FUKUOKA,GLOBAL KAWASAKI,J2671,YOKOHAMA,,48500
LOGICO,KCAA FUKUOKA,AQUA LOGISTICS,J2671,YOKOHAMA,,49600
LOGICO,KCAA FUKUOKA,GLOBAL NAGOYA,J2671,NAGOYA,,37000
LOGICO,KCAA FUKUOKA,KLC,J2671,SENBOKU (OSAKA),,33000
LOGICO,KCAA FUKUOKA,KOBE,J2671,KOBE,,33000
LOGICO,KCAA FUKUOKA,GLOBAL HAKATA,J2671,HAKATA,,6200
KLC,KCAA FUKUOKA,KLC,J2671,SENBOKU (OSAKA),,25000
KLC,KCAA FUKUOKA,KOBE,J2671,KOBE,,25000
KLC,KCAA FUKUOKA,FUJITRANS KINJO,J2671,NAGOYA,,33000
KLC,KCAA FUKUOKA,GLOBAL NAGOYA,J2671,NAGOYA,,33000
KLC,KCAA FUKUOKA,GLOBAL KAWASAKI,J2671,YOKOHAMA,,42000
KLC,KCAA FUKUOKA,AQUA LOGISTICS,J2671,YOKOHAMA,,44000
KLC,KCAA FUKUOKA,GLOBAL HAKATA,J2671,HAKATA,,7000
Y'S,KCAA FUKUOKA,GLOBAL HAKATA,J2671,HAKATA,,3900
Y'S,KCAA FUKUOKA (HIGHROOF),GLOBAL HAKATA,J2671,HAKATA,,7200
LOGICO,KCAA KYOTO,GLOBAL KAWASAKI,J2671,YOKOHAMA,,36000
LOGICO,KCAA KYOTO,AQUA LOGISTICS,J2671,YOKOHAMA,,35000
LOGICO,KCAA KYOTO,GLOBAL NAGOYA,J2671,NAGOYA,,15000
LOGICO,KCAA KYOTO,KLC,J2671,SENBOKU (OSAKA),,10200
LOGICO,KCAA KYOTO,KOBE,J2671,KOBE,,10200
LOGICO,KCAA KYOTO,GLOBAL HAKATA,J2671,HAKATA,,38400
STYLISH,KCAA KYOTO,GLOBAL NAGOYA,J2671,NAGOYA,,13000
STYLISH,KCAA KYOTO,KLC,J2671,SENBOKU (OSAKA),,10000
STYLISH,KCAA KYOTO,KOBE,J2671,KOBE,,10000
KLC,KCAA KYOTO,KLC,J2671,SENBOKU (OSAKA),,9500
KLC,KCAA KYOTO,KOBE,J2671,KOBE,,9500
KLC,KCAA KYOTO,FUJITRANS KINJO,J2671,NAGOYA,,11000
KLC,KCAA KYOTO,GLOBAL NAGOYA,J2671,NAGOYA,,11000
KLC,KCAA KYOTO,GLOBAL KAWASAKI,J2671,YOKOHAMA,,31000
KLC,KCAA KYOTO,AQUA LOGISTICS,J2671,YOKOHAMA,,33000
KLC,KCAA KYOTO,GLOBAL HAKATA,J2671,HAKATA,,31000
LOGICO,KCAA MINAMIKYUSHU,GLOBAL KAWASAKI,J2671,YOKOHAMA,,62000
LOGICO,KCAA MINAMIKYUSHU,AQUA LOGISTICS,J2671,YOKOHAMA,,63400
LOGICO,KCAA MINAMIKYUSHU,GLOBAL NAGOYA,J2671,NAGOYA,,50000
LOGICO,KCAA MINAMIKYUSHU,KLC,J2671,SENBOKU (OSAKA),,45000
LOGICO,KCAA MINAMIKYUSHU,KOBE,J2671,KOBE,,45000
LOGICO,KCAA MINAMIKYUSHU,GLOBAL HAKATA,J2671,HAKATA,,20400
KLC,KCAA MINAMIKYUSHU,KLC,J2671,SENBOKU (OSAKA),,30000
KLC,KCAA MINAMIKYUSHU,KOBE,J2671,KOBE,,29000
KLC,KCAA MINAMIKYUSHU,FUJITRANS KINJO,J2671,NAGOYA,,37500
KLC,KCAA MINAMIKYUSHU,GLOBAL NAGOYA,J2671,NAGOYA,,37500
KLC,KCAA MINAMIKYUSHU,GLOBAL KAWASAKI,J2671,YOKOHAMA,,57000
KLC,KCAA MINAMIKYUSHU,AQUA LOGISTICS,J2671,YOKOHAMA,,59000
KLC,KCAA MINAMIKYUSHU,GLOBAL HAKATA,J2671,HAKATA,,23000
Y'S,KCAA MINAMIKYUSHU,GLOBAL HAKATA,J2671,HAKATA,,14300
Y'S,KCAA MINAMIKYUSHU (HIGHROOF),GLOBAL HAKATA,J2671,HAKATA,,21450
LOGICO,KCAA YAMAGUCHI,GLOBAL KAWASAKI,J2671,YOKOHAMA,,55000
LOGICO,KCAA YAMAGUCHI,AQUA LOGISTICS,J2671,YOKOHAMA,,56200
LOGICO,KCAA YAMAGUCHI,GLOBAL NAGOYA,J2671,NAGOYA,,37200
LOGICO,KCAA YAMAGUCHI,KLC,J2671,SENBOKU (OSAKA),,31400
LOGICO,KCAA YAMAGUCHI,KOBE,J2671,KOBE,,33000
LOGICO,KCAA YAMAGUCHI,GLOBAL HAKATA,J2671,HAKATA,,14900
KLC,KCAA YAMAGUCHI,KLC,J2671,SENBOKU (OSAKA),,25000
KLC,KCAA YAMAGUCHI,KOBE,J2671,KOBE,,25000
KLC,KCAA YAMAGUCHI,FUJITRANS KINJO,J2671,NAGOYA,,33000
KLC,KCAA YAMAGUCHI,GLOBAL NAGOYA,J2671,NAGOYA,,33000
KLC,KCAA YAMAGUCHI,GLOBAL KAWASAKI,J2671,YOKOHAMA,,42000
KLC,KCAA YAMAGUCHI,AQUA LOGISTICS,J2671,YOKOHAMA,,44000
KLC,KCAA YAMAGUCHI,GLOBAL HAKATA,J2671,HAKATA,,12000
Y'S,KCAA YAMAGUCHI,GLOBAL HAKATA,J2671,HAKATA,,10200
Y'S,KCAA YAMAGUCHI (HIGHROOF),GLOBAL HAKATA,J2671,HAKATA,,15300
LOGICO,LAA KOBE SATELLITE,GLOBAL KAWASAKI,00S7784,YOKOHAMA,,33000
LOGICO,LAA KOBE SATELLITE,AQUA LOGISTICS,00S7784,YOKOHAMA,,33000
LOGICO,LAA KOBE SATELLITE,GLOBAL NAGOYA,00S7784,NAGOYA,,11600
LOGICO,LAA KOBE SATELLITE,KLC,00S7784,SENBOKU (OSAKA),,6500
LOGICO,LAA KOBE SATELLITE,KOBE,00S7784,KOBE,,5500
LOGICO,LAA KOBE SATELLITE,GLOBAL HAKATA,00S7784,HAKATA,,33000
KLC,LAA KOBE SATELLITE,KLC,00S7784,SENBOKU (OSAKA),,13500
KLC,LAA KOBE SATELLITE,KOBE,00S7784,KOBE,,13500
KLC,LAA KOBE SATELLITE,FUJITRANS KINJO,00S7784,NAGOYA,,23500
KLC,LAA KOBE SATELLITE,GLOBAL NAGOYA,00S7784,NAGOYA,,23500
KLC,LAA KOBE SATELLITE,GLOBAL KAWASAKI,00S7784,YOKOHAMA,,36000
KLC,LAA KOBE SATELLITE,AQUA LOGISTICS,00S7784,YOKOHAMA,,37000
KLC,LAA KOBE SATELLITE,GLOBAL HAKATA,00S7784,HAKATA,,34000
LOGICO,LAA OKAYAMA,GLOBAL KAWASAKI,00S7784,YOKOHAMA,,41400
LOGICO,LAA OKAYAMA,AQUA LOGISTICS,00S7784,YOKOHAMA,,42400
LOGICO,LAA OKAYAMA,GLOBAL NAGOYA,00S7784,NAGOYA,,28200
LOGICO,LAA OKAYAMA,KLC,00S7784,SENBOKU (OSAKA),,14000
LOGICO,LAA OKAYAMA,KOBE,00S7784,KOBE,,11600
LOGICO,LAA OKAYAMA,GLOBAL HAKATA,00S7784,HAKATA,,31400
STYLISH,LAA OKAYAMA,GLOBAL NAGOYA,00S7784,NAGOYA,,25000
STYLISH,LAA OKAYAMA,KLC,00S7784,SENBOKU (OSAKA),,15000
STYLISH,LAA OKAYAMA,KOBE,00S7784,KOBE,,15000
KLC,LAA OKAYAMA,KLC,00S7784,SENBOKU (OSAKA),,11000
KLC,LAA OKAYAMA,KOBE,00S7784,KOBE,,11000
KLC,LAA OKAYAMA,FUJITRANS KINJO,00S7784,NAGOYA,,20500
KLC,LAA OKAYAMA,GLOBAL NAGOYA,00S7784,NAGOYA,,20500
KLC,LAA OKAYAMA,GLOBAL KAWASAKI,00S7784,YOKOHAMA,,35000
KLC,LAA OKAYAMA,AQUA LOGISTICS,00S7784,YOKOHAMA,,36000
KLC,LAA OKAYAMA,GLOBAL HAKATA,00S7784,HAKATA,,31000
LOGICO,LAA OKAYAMA (TOTTORI),GLOBAL KAWASAKI,00S7784,YOKOHAMA,,65000
LOGICO,LAA OKAYAMA (TOTTORI),AQUA LOGISTICS,00S7784,YOKOHAMA,,62000
LOGICO,LAA OKAYAMA (TOTTORI),GLOBAL NAGOYA,00S7784,NAGOYA,,57000
LOGICO,LAA OKAYAMA (TOTTORI),KLC,00S7784,SENBOKU (OSAKA),,45000
LOGICO,LAA OKAYAMA (TOTTORI),KOBE,00S7784,KOBE,,37000
LOGICO,LAA OKAYAMA (TOTTORI),GLOBAL HAKATA,00S7784,HAKATA,,52000
KLC,LAA OKAYAMA (TOTTORI),KLC,00S7784,SENBOKU (OSAKA),,27000
KLC,LAA OKAYAMA (TOTTORI),KOBE,00S7784,KOBE,,27000
KLC,LAA OKAYAMA (TOTTORI),FUJITRANS KINJO,00S7784,NAGOYA,,37000
KLC,LAA OKAYAMA (TOTTORI),GLOBAL NAGOYA,00S7784,NAGOYA,,37000
KLC,LAA OKAYAMA (TOTTORI),GLOBAL KAWASAKI,00S7784,YOKOHAMA,,51000
KLC,LAA OKAYAMA (TOTTORI),AQUA LOGISTICS,00S7784,YOKOHAMA,,52000
